text,rate,funny,useful,cool,label
"Well I usually don't bother with the yelp, but I feel like this guy is daring me to critique his establishment by treating me like a steaming pile of shit. 

I'll keep this as objective as possible. 

I walked into this renovated house that was been housing this restaurant for 17 years (I learned this through attempted small talk, but this was all I could pry out of this real sparkling personality). I'm wearing casual attire, which is why I think he's giving me literally the worst service of my life. 

Ok just read some other reviews. I guess this guy just sucks. Is he an owner?

Note: I am a local. This is a weekday. I'm the guy you want to give great service to. Also there is only some old lady at the bar. It is otherwise 100% empty. 

I ask what the standouts are. He asks if I've looked at the menu. Yeah of course I have. ""Have you not eaten any of these before."" Really? Alrighty then. I order prosciutto wrapped prawns. ""What are the standout entrees though? I had rib eye the other night"" I say trying to show him that I'm a force to be reckoned with! Rib eye mother fucker! From Costco, no bone but still. I'm *legit*. He mutters something about the lamb. ""I'll take it!"" with a smile, trying to get a reaction. 

That was 10 minutes ago and he's been chatting cordially to the lady at the bar since. So he does have it in him to be human. Still no one else at the restaurant. 

I came here because I have a night off from wife (out of town) and kids (with my mother). Good restaurants are sparse in CV/Hayward. I should have just gone to a sports bar. Yeah I'm going to leave. Ah shit he just brought me the starter. It's fine. This place likes balsamic too much though. 

The lamb is very good. Nice spice to it, could use a little more salting. The pilaf is very good. 

I am not getting dessert even though I'd love some. I'm heading to a place with people and service. I would have loved to enjoy my dinner. Ideally I'd have 3 or more glasses of wine and a fat plate of dessert. 

My wife would kill me but I'm not tipping (let the record show that I usually tip 20% after tax). And Maybe I'll steal a fork.

Anyways, I'm a conscientious Yelper. They have a bunch of high ratings so I feel ok giving them a mediocre one. 

Update: he just made a small attempt at being nice. He must have picked up my ""I hate you"" vibe. Nope. Local family with dual income never coming back to the closest nice restaurant to us.",2,6,2,0,0
Terrible service. The girl at the counter had no idea what she was doing. The guy in charge was talking down to her right in front of the costumers. I found it very unprofessional. Food was great. Not a place for me and my family.,1,0,0,0,0
"New Chungdam competitor. Suspect reviews. 

They've only been open a couple days. Came to try it out based on all the glowing reviews. When I sat down at the restaurant and checked the reviews for what to order, noticed a lot of the reviewers only had one review on their entire account. These recently made accounts seemed to artificially boost their ratings. 

My coworker and I then ordered two dishes. They said, ""there's a three order MINIMUM for two people.""

Ok. Weird. There was nothing on the menu that said that. No one told us that too. 

When we left and told them that was a weird policy they didn't say anything. Service and ambiance all seemed good, but that experience left a bad taste.",2,4,13,4,0
"A restaurant with 2 ways to entice your taste buds: Disgusting food or simply boiled food. The zucchini cakes reminded me of vomit - that same overly bitter and sour taste. The pasta we ordered lacked taste. It lacked all taste, actually. The sauce was way too watery and completely tasteless, the chicken wasn't seasoned at all and it seemed it was treated with the same boiling-water-with-a-pinch-of-salt approach. We were left disappointed and very hungry. The only plus side of this restaurant is the location: it is next to other food joints so you won't have to go far for actual food.",1,0,0,0,0
"DONT ORDER TO GO! 
Ordered Camarones a la Diabla to go yesterday and they were BAD!! First of all, I've gone here many times and it's my favorite place!! However, I feel a bit betrayed after going there last night and ordering to go. My shrimp were all different sizes, it was ... interesting. The best way I can explain this is some of them looked big and juicy and the other ones looked like they had been bought frozen from Walmart. Because of the size difference, the shrimp were nice but the smaller, Walmart quality ones, were extremely hard. They were very chewy and tasted like rubber! The Diabla sauce just wasn't like it usually was when I go home and visit. It was very odd seeing shrimps of all sizes in my plate when they usually give me the nice big ones. Very disappointed in how my food turned out. I'd never order to go her ever again.",1,0,0,1,0
"I only gave this one star because I had to for the review but, my husband left over and hour ago ordered his pizzas and just sat there waiting. All of their bins were empty, no one ever started the pizzas and all and it was a bunch of teenagers with no common sense. He got his money back and walked out. We will never go to this establishment ever again. They really should just close it down especially after all the other reviews I've read about this place",1,0,0,0,0
"Combination chow mein sucks! The noodles stick together , not fresh at all, different texture like they put cornstarch on it making it heavy to eat . The meat is not fresh at all . Overall it's just plain gross. The kong pao chicken is too salty and super oily. The fried fish filet with garlic is just alright and they cut it way too big.",2,0,0,0,0
"The plastic takeout containers say ""Microwave Safe"", but the top literally MELTED in 30 seconds in the microwave.

The food is just okay. Not worth the health hazard.",1,1,0,0,0
"Honestly really confused been to this place so many times and every time depending on the place they change certain rules. Disappointing they should establish some time of regular order amongst all their servers but just not that professional I assume. If you order the poke baked, you can not take out any item! Although we offered to pay extra to get the item taken OUT not even replace it with something else the guy refused quite rudely. Won't be coming back. This service is just really unacceptable. So if you want customizable good poke this place isn't it.",1,0,0,0,0
"The only reason this place got so many high stars is because the customers usually didn't have a good standard.

This place is horrible: unattended waiters, very slow ordering and food delivering processes. We waited for so long for fries and fried oyster - 45 min later I asked them twice where they are, they later told me they don't have fried oysters. 

The food portion is so small, not to mention they are also quite expensive. The shrimps are not deveined at all. They use unfresh shrimps. The sauce is not impressive. The garlic bread is burned. When asked to change one, they simply roughly scrape off the burned parts, with less bread to serve us. The fresh oysters are not prepared and cleaned properly - full of sand and shell chips. 

On top of all these horrible services, low quality food and amateur cooking (just some young part-time folks in the kitchen), the floor is sticky everywhere! The washroom is beyond disgusting with a clogged sink! AND we found a cockroach on our table! (See pictures)

Avoid this horrible, overpriced and crappy place at all cost! I can't believe there are people coming to this place and it even has another store in San Jose. The hygiene department of San Jose should shut it down!",1,1,6,0,0
